trade_type,fr_orig,fr_inmode,fr_dest,fr_outmode,dms_orig,dms_dest,dms_dest_cnty,sctgG5,dms_mode,tons_2022
3,,,806,4,364,159,15007,sctg2033,11,0.0000000
3,,,806,4,364,159,15009,sctg2033,11,0.0000000
3,,,806,4,369,159,15001,sctg2033,11,0.0000000
3,,,806,4,369,159,15005,sctg2033,11,0.0000000
3,,,806,4,369,159,15007,sctg2033,11,0.0000000
3,,,806,4,369,159,15009,sctg2033,11,0.0000000
3,,,806,4,371,151,15003,sctg2033,11,0.0000000
3,,,806,4,372,151,15003,sctg2033,11,0.0000000
3,,,806,4,373,151,15003,sctg2033,11,0.0000000
3,,,806,4,379,151,15003,sctg2033,11,0.0000000
3,,,806,4,451,151,15003,sctg2033,11,0.0000000
3,,,806,4,452,151,15003,sctg2033,11,0.0000000
3,,,806,4,459,151,15003,sctg2033,11,0.0000000
3,,,806,4,484,151,15003,sctg2033,11,0.0000000
3,,,806,4,486,151,15003,sctg2033,11,0.0000000
3,,,806,4,531,151,15003,sctg2033,11,0.0033830
3,,,806,4,532,151,15003,sctg2033,11,0.0002600
3,,,806,4,539,151,15003,sctg2033,11,0.0008170
3,,,807,3,041,159,15001,sctg2033,5,0.0000000
3,,,807,3,041,159,15005,sctg2033,5,0.0000000
3,,,807,3,041,159,15007,sctg2033,5,0.0000000
3,,,807,3,041,159,15009,sctg2033,5,0.0000000
3,,,807,3,042,159,15001,sctg2033,5,0.0000000
3,,,807,3,042,159,15005,sctg2033,5,0.0000000
3,,,807,3,042,159,15007,sctg2033,5,0.0000000
3,,,807,3,042,159,15009,sctg2033,5,0.0000000
3,,,807,3,049,159,15001,sctg2033,5,0.0000000
3,,,807,3,049,159,15005,sctg2033,5,0.0000000
3,,,807,3,049,159,15007,sctg2033,5,0.0000000
3,,,807,3,049,159,15009,sctg2033,5,0.0000000
3,,,807,3,061,151,15003,sctg2033,5,0.0363000
3,,,807,3,061,159,15001,sctg2033,3,0.0000000
3,,,807,3,061,159,15007,sctg2033,3,0.0000000
3,,,807,3,061,159,15009,sctg2033,3,0.0000000
3,,,807,3,062,151,15003,sctg2033,3,0.0031380
3,,,807,3,062,151,15003,sctg2033,5,0.0000000
3,,,807,3,062,159,15001,sctg2033,5,0.0000000
3,,,807,3,062,159,15005,sctg2033,5,0.0000000
3,,,807,3,062,159,15007,sctg2033,5,0.0000000
3,,,807,3,062,159,15009,sctg2033,5,0.0000000
3,,,807,3,063,151,15003,sctg2033,3,0.0063350
3,,,807,3,063,159,15001,sctg2033,3,0.0000000
3,,,807,3,063,159,15007,sctg2033,3,0.0000000
3,,,807,3,063,159,15009,sctg2033,3,0.0000000
3,,,807,3,064,151,15003,sctg2033,3,0.0275370
3,,,807,3,064,159,15001,sctg2033,3,0.0000000
3,,,807,3,064,159,15007,sctg2033,3,0.0000000
3,,,807,3,064,159,15009,sctg2033,3,0.0000000
3,,,807,3,065,151,15003,sctg2033,5,0.0014250
3,,,807,3,065,159,15001,sctg2033,5,0.0000000
3,,,807,3,065,159,15005,sctg2033,5,0.0000000
3,,,807,3,065,159,15007,sctg2033,5,0.0000000
3,,,807,3,065,159,15009,sctg2033,5,0.0000000
3,,,807,3,069,151,15003,sctg2033,3,0.0057970
3,,,807,3,069,151,15003,sctg2033,5,0.0000000
3,,,807,3,069,159,15001,sctg2033,5,0.0000000
3,,,807,3,069,159,15005,sctg2033,5,0.0000000
3,,,807,3,069,159,15007,sctg2033,5,0.0000000
3,,,807,3,069,159,15009,sctg2033,5,0.0000000
3,,,807,3,091,151,15003,sctg2033,5,0.0058600
3,,,807,3,092,151,15003,sctg2033,5,0.0087050
3,,,807,3,099,151,15003,sctg2033,5,0.0015420
3,,,807,3,391,151,15003,sctg2033,5,0.0000000
3,,,807,3,392,151,15003,sctg2033,5,0.0000000
3,,,807,3,393,151,15003,sctg2033,5,0.0000000
3,,,807,3,394,151,15003,sctg2033,5,0.0000000
3,,,807,3,399,151,15003,sctg2033,5,0.0000000
3,,,807,3,411,151,15003,sctg2033,3,0.0224950
3,,,807,3,419,151,15003,sctg2033,5,0.0074220
3,,,807,3,531,151,15003,sctg2033,3,0.0005630
3,,,807,4,011,151,15003,sctg2033,11,0.0000000
3,,,807,4,012,151,15003,sctg2033,11,0.0000000
3,,,807,4,019,151,15003,sctg2033,11,0.0000000
3,,,807,4,041,151,15003,sctg2033,11,0.0106440
3,,,807,4,042,151,15003,sctg2033,11,0.0022380
3,,,807,4,049,151,15003,sctg2033,11,0.0015450
3,,,807,4,061,151,15003,sctg2033,11,0.0111890
3,,,807,4,061,159,15001,sctg2033,11,0.0005903
3,,,807,4,061,159,15005,sctg2033,11,0.0000001
3,,,807,4,061,159,15007,sctg2033,11,0.0002526
3,,,807,4,061,159,15009,sctg2033,11,0.0005209
3,,,807,4,062,151,15003,sctg2033,11,0.0008500
3,,,807,4,062,159,15001,sctg2033,11,0.0000511
3,,,807,4,062,159,15005,sctg2033,11,0.0000000
3,,,807,4,062,159,15007,sctg2033,11,0.0000219
3,,,807,4,062,159,15009,sctg2033,11,0.0000451
3,,,807,4,063,151,15003,sctg2033,11,0.0019470
3,,,807,4,063,159,15001,sctg2033,11,0.0001030
3,,,807,4,063,159,15005,sctg2033,11,0.0000000
3,,,807,4,063,159,15007,sctg2033,11,0.0000441
3,,,807,4,063,159,15009,sctg2033,11,0.0000909
3,,,807,4,064,151,15003,sctg2033,11,0.0084910
3,,,807,4,064,159,15001,sctg2033,11,0.0004479
3,,,807,4,064,159,15005,sctg2033,11,0.0000001
3,,,807,4,064,159,15007,sctg2033,11,0.0001917
3,,,807,4,064,159,15009,sctg2033,11,0.0003953
3,,,807,4,065,151,15003,sctg2033,11,0.0107920
3,,,807,4,069,151,15003,sctg2033,11,0.0017820
3,,,807,4,069,159,15001,sctg2033,11,0.0000943
3,,,807,4,069,159,15005,sctg2033,11,0.0000000
3,,,807,4,069,159,15007,sctg2033,11,0.0000404
3,,,807,4,069,159,15009,sctg2033,11,0.0000833
3,,,807,4,081,151,15003,sctg2033,11,0.0805730
3,,,807,4,089,151,15003,sctg2033,11,0.0327190
3,,,807,4,091,151,15003,sctg2033,11,0.0000000
3,,,807,4,092,151,15003,sctg2033,11,0.0000000
3,,,807,4,099,151,15003,sctg2033,11,0.0000000
3,,,807,4,101,151,15003,sctg2033,11,0.0000000
3,,,807,4,109,151,15003,sctg2033,11,0.0000000
3,,,807,4,121,151,15003,sctg2033,11,0.0000000
3,,,807,4,122,151,15003,sctg2033,11,0.0000000
3,,,807,4,123,151,15003,sctg2033,11,0.0000000
3,,,807,4,124,151,15003,sctg2033,11,0.0000000
3,,,807,4,129,151,15003,sctg2033,11,0.0000000
3,,,807,4,131,151,15003,sctg2033,11,0.0000000
3,,,807,4,132,151,15003,sctg2033,11,0.0000000
3,,,807,4,139,151,15003,sctg2033,11,0.0000000
3,,,807,4,160,151,15003,sctg2033,11,0.0020570
3,,,807,4,171,151,15003,sctg2033,11,0.0296120
3,,,807,4,171,159,15001,sctg2033,11,0.0000654
3,,,807,4,171,159,15005,sctg2033,11,0.0000000
3,,,807,4,171,159,15007,sctg2033,11,0.0000280
3,,,807,4,171,159,15009,sctg2033,11,0.0000577
3,,,807,4,172,151,15003,sctg2033,11,0.0017020
3,,,807,4,179,151,15003,sctg2033,11,0.0083400
3,,,807,4,179,159,15001,sctg2033,11,0.0000182
3,,,807,4,179,159,15005,sctg2033,11,0.0000000
3,,,807,4,179,159,15007,sctg2033,11,0.0000078
3,,,807,4,179,159,15009,sctg2033,11,0.0000160
3,,,807,4,181,151,15003,sctg2033,11,0.0000000
3,,,807,4,182,151,15003,sctg2033,11,0.0000000
3,,,807,4,183,151,15003,sctg2033,11,0.0000000
3,,,807,4,189,151,15003,sctg2033,11,0.0000000
3,,,807,4,190,151,15003,sctg2033,11,0.0114390
3,,,807,4,201,151,15003,sctg2033,11,0.0000000
3,,,807,4,202,151,15003,sctg2033,11,0.0000000
3,,,807,4,209,151,15003,sctg2033,11,0.0000000
3,,,807,4,211,151,15003,sctg2033,11,0.0000000
3,,,807,4,212,151,15003,sctg2033,11,0.0000000
3,,,807,4,219,151,15003,sctg2033,11,0.0000000
3,,,807,4,221,151,15003,sctg2033,11,0.0000000
3,,,807,4,222,151,15003,sctg2033,11,0.0000000
3,,,807,4,223,151,15003,sctg2033,11,0.0000000
3,,,807,4,229,151,15003,sctg2033,11,0.0000000
3,,,807,4,230,151,15003,sctg2033,11,0.0000000
3,,,807,4,241,151,15003,sctg2033,11,0.0000000
3,,,807,4,242,151,15003,sctg2033,11,0.0000000
3,,,807,4,249,151,15003,sctg2033,11,0.0000000
3,,,807,4,251,151,15003,sctg2033,11,0.1575480
3,,,807,4,251,159,15001,sctg2033,11,0.0000000
3,,,807,4,251,159,15005,sctg2033,11,0.0000000
3,,,807,4,251,159,15007,sctg2033,11,0.0000000
3,,,807,4,251,159,15009,sctg2033,11,0.0000000
3,,,807,4,259,151,15003,sctg2033,11,0.0159400
3,,,807,4,261,151,15003,sctg2033,11,0.0000000
3,,,807,4,262,151,15003,sctg2033,11,0.0000000
3,,,807,4,269,151,15003,sctg2033,11,0.0000000
3,,,807,4,271,151,15003,sctg2033,11,0.0011500
3,,,807,4,279,151,15003,sctg2033,11,0.0003720
3,,,807,4,280,151,15003,sctg2033,11,0.0000000
3,,,807,4,291,151,15003,sctg2033,11,0.0000540
3,,,807,4,292,151,15003,sctg2033,11,0.0001200
3,,,807,4,299,151,15003,sctg2033,11,0.0000790
3,,,807,4,300,151,15003,sctg2033,11,0.0000000
3,,,807,4,311,151,15003,sctg2033,11,0.0000000
3,,,807,4,319,151,15003,sctg2033,11,0.0000000
3,,,807,4,321,151,15003,sctg2033,11,0.0001240
3,,,807,4,321,159,15001,sctg2033,11,0.0000000
3,,,807,4,321,159,15005,sctg2033,11,0.0000000
3,,,807,4,321,159,15007,sctg2033,11,0.0000000
3,,,807,4,321,159,15009,sctg2033,11,0.0000000
3,,,807,4,329,151,15003,sctg2033,11,0.0000790
3,,,807,4,329,159,15001,sctg2033,11,0.0000000
3,,,807,4,329,159,15005,sctg2033,11,0.0000000
3,,,807,4,329,159,15007,sctg2033,11,0.0000000
3,,,807,4,329,159,15009,sctg2033,11,0.0000000
3,,,807,4,331,151,15003,sctg2033,11,0.0020650
3,,,807,4,339,151,15003,sctg2033,11,0.0004130
3,,,807,4,341,151,15003,sctg2033,11,0.0000000
3,,,807,4,342,151,15003,sctg2033,11,0.0000000
3,,,807,4,350,151,15003,sctg2033,11,0.0000000
3,,,807,4,361,151,15003,sctg2033,11,0.0000000
3,,,807,4,361,159,15001,sctg2033,11,0.0000000
3,,,807,4,361,159,15005,sctg2033,11,0.0000000
3,,,807,4,361,159,15007,sctg2033,11,0.0000000
3,,,807,4,361,159,15009,sctg2033,11,0.0000000
3,,,807,4,362,151,15003,sctg2033,11,0.0000000
3,,,807,4,362,159,15001,sctg2033,11,0.0000000
3,,,807,4,362,159,15005,sctg2033,11,0.0000000
3,,,807,4,362,159,15007,sctg2033,11,0.0000000
3,,,807,4,362,159,15009,sctg2033,11,0.0000000
3,,,807,4,363,151,15003,sctg2033,11,0.0000050
3,,,807,4,363,159,15001,sctg2033,11,0.0000000
3,,,807,4,363,159,15005,sctg2033,11,0.0000000
3,,,807,4,363,159,15007,sctg2033,11,0.0000000
3,,,807,4,363,159,15009,sctg2033,11,0.0000000
3,,,807,4,364,151,15003,sctg2033,11,0.0000000
3,,,807,4,364,159,15001,sctg2033,11,0.0000000
3,,,807,4,364,159,15005,sctg2033,11,0.0000000
3,,,807,4,364,159,15007,sctg2033,11,0.0000000
3,,,807,4,364,159,15009,sctg2033,11,0.0000000
3,,,807,4,369,151,15003,sctg2033,11,0.0000000
3,,,807,4,369,159,15001,sctg2033,11,0.0000000
3,,,807,4,369,159,15005,sctg2033,11,0.0000000
3,,,807,4,369,159,15007,sctg2033,11,0.0000000
3,,,807,4,369,159,15009,sctg2033,11,0.0000000
3,,,807,4,371,151,15003,sctg2033,11,0.0000000
3,,,807,4,372,151,15003,sctg2033,11,0.0000000
3,,,807,4,373,151,15003,sctg2033,11,0.0000000
3,,,807,4,379,151,15003,sctg2033,11,0.0000000
3,,,807,4,391,151,15003,sctg2033,11,0.0002730
3,,,807,4,391,159,15001,sctg2033,11,0.0000000
3,,,807,4,391,159,15005,sctg2033,11,0.0000000
3,,,807,4,391,159,15007,sctg2033,11,0.0000000
3,,,807,4,391,159,15009,sctg2033,11,0.0000000
3,,,807,4,392,151,15003,sctg2033,11,0.0005390
3,,,807,4,392,159,15001,sctg2033,11,0.0000000
3,,,807,4,392,159,15005,sctg2033,11,0.0000000
3,,,807,4,392,159,15007,sctg2033,11,0.0000000
3,,,807,4,392,159,15009,sctg2033,11,0.0000000
3,,,807,4,393,151,15003,sctg2033,11,0.0002790
3,,,807,4,393,159,15001,sctg2033,11,0.0000000
3,,,807,4,393,159,15005,sctg2033,11,0.0000000
3,,,807,4,393,159,15007,sctg2033,11,0.0000000
3,,,807,4,393,159,15009,sctg2033,11,0.0000000
3,,,807,4,394,151,15003,sctg2033,11,0.0001610
3,,,807,4,399,151,15003,sctg2033,11,0.0004060
3,,,807,4,399,159,15001,sctg2033,11,0.0000000
3,,,807,4,399,159,15005,sctg2033,11,0.0000000
3,,,807,4,399,159,15007,sctg2033,11,0.0000000
3,,,807,4,399,159,15009,sctg2033,11,0.0000000
3,,,807,4,401,151,15003,sctg2033,11,0.0000000
3,,,807,4,402,151,15003,sctg2033,11,0.0000000
3,,,807,4,409,151,15003,sctg2033,11,0.0000000
3,,,807,4,411,151,15003,sctg2033,11,0.0000000
3,,,807,4,419,151,15003,sctg2033,11,0.0000000
3,,,807,4,421,151,15003,sctg2033,11,0.0000000
3,,,807,4,422,151,15003,sctg2033,11,0.0000000
3,,,807,4,423,151,15003,sctg2033,11,0.0000000
3,,,807,4,429,151,15003,sctg2033,11,0.0000000
3,,,807,4,441,151,15003,sctg2033,11,0.0307830
3,,,807,4,451,151,15003,sctg2033,11,0.0000000
3,,,807,4,451,159,15001,sctg2033,11,0.0000000
3,,,807,4,451,159,15005,sctg2033,11,0.0000000
3,,,807,4,451,159,15007,sctg2033,11,0.0000000
3,,,807,4,451,159,15009,sctg2033,11,0.0000000
3,,,807,4,452,151,15003,sctg2033,11,0.0000000
3,,,807,4,452,159,15001,sctg2033,11,0.0000000
3,,,807,4,452,159,15005,sctg2033,11,0.0000000
3,,,807,4,452,159,15007,sctg2033,11,0.0000000
3,,,807,4,452,159,15009,sctg2033,11,0.0000000
3,,,807,4,459,151,15003,sctg2033,11,0.0000000
3,,,807,4,459,159,15001,sctg2033,11,0.0000000
3,,,807,4,459,159,15005,sctg2033,11,0.0000000
3,,,807,4,459,159,15007,sctg2033,11,0.0000000
3,,,807,4,459,159,15009,sctg2033,11,0.0000000
3,,,807,4,460,151,15003,sctg2033,11,0.0000000
3,,,807,4,471,151,15003,sctg2033,11,0.0000000
3,,,807,4,471,159,15001,sctg2033,11,0.0007820
3,,,807,4,471,159,15005,sctg2033,11,0.0000002
3,,,807,4,471,159,15007,sctg2033,11,0.0003347
3,,,807,4,471,159,15009,sctg2033,11,0.0006901
3,,,807,4,472,151,15003,sctg2033,11,0.0000000
3,,,807,4,472,159,15001,sctg2033,11,0.0015269
3,,,807,4,472,159,15005,sctg2033,11,0.0000004
3,,,807,4,472,159,15007,sctg2033,11,0.0006534
3,,,807,4,472,159,15009,sctg2033,11,0.0013473
3,,,807,4,473,151,15003,sctg2033,11,0.0000000
3,,,807,4,473,159,15001,sctg2033,11,0.0008690
3,,,807,4,473,159,15005,sctg2033,11,0.0000002
3,,,807,4,473,159,15007,sctg2033,11,0.0003719
3,,,807,4,473,159,15009,sctg2033,11,0.0007669
3,,,807,4,479,151,15003,sctg2033,11,0.0000000
3,,,807,4,479,159,15001,sctg2033,11,0.0019393
3,,,807,4,479,159,15005,sctg2033,11,0.0000005
3,,,807,4,479,159,15007,sctg2033,11,0.0008299
3,,,807,4,479,159,15009,sctg2033,11,0.0017113
3,,,807,4,481,151,15003,sctg2033,11,0.0000180
3,,,807,4,482,151,15003,sctg2033,11,0.0007220
3,,,807,4,483,151,15003,sctg2033,11,0.0006410
3,,,807,4,484,151,15003,sctg2033,11,0.0003550
3,,,807,4,485,151,15003,sctg2033,11,0.0005250
3,,,807,4,486,151,15003,sctg2033,11,0.0002990
3,,,807,4,487,151,15003,sctg2033,11,0.0000000
3,,,807,4,488,151,15003,sctg2033,11,0.0000150
3,,,807,4,489,151,15003,sctg2033,11,0.0001910
3,,,807,4,491,151,15003,sctg2033,11,0.0152580
3,,,807,4,499,151,15003,sctg2033,11,0.0021500
3,,,807,4,511,151,15003,sctg2033,11,0.0000000
3,,,807,4,512,151,15003,sctg2033,11,0.0000000
3,,,807,4,513,151,15003,sctg2033,11,0.0000000
3,,,807,4,519,151,15003,sctg2033,11,0.0000000
3,,,807,4,531,151,15003,sctg2033,11,0.0010360
3,,,807,4,532,151,15003,sctg2033,11,0.0000000
3,,,807,4,539,151,15003,sctg2033,11,0.0000000
3,,,807,4,540,151,15003,sctg2033,11,0.0000000
3,,,807,4,551,151,15003,sctg2033,11,0.0000000
3,,,807,4,559,151,15003,sctg2033,11,0.0000000
3,,,808,3,020,151,15003,sctg2033,3,0.0000000
3,,,808,3,020,151,15003,sctg2033,5,0.0000000
3,,,808,3,061,151,15003,sctg2033,3,0.0000000
3,,,808,3,061,151,15003,sctg2033,5,0.0270790
3,,,808,3,062,151,15003,sctg2033,3,0.0000000
3,,,808,3,062,151,15003,sctg2033,5,0.0019910
3,,,808,3,063,151,15003,sctg2033,3,0.0040190
3,,,808,3,063,151,15003,sctg2033,5,0.0000000
3,,,808,3,064,151,15003,sctg2033,3,0.0174700
3,,,808,3,064,151,15003,sctg2033,5,0.0030730
3,,,808,3,065,151,15003,sctg2033,5,0.0000000
3,,,808,3,069,151,15003,sctg2033,3,0.0000000
3,,,808,3,069,151,15003,sctg2033,5,0.0036770
3,,,808,3,211,151,15003,sctg2033,5,0.0000000
3,,,808,3,212,151,15003,sctg2033,5,0.0000000
3,,,808,3,219,151,15003,sctg2033,5,0.0000000
3,,,808,3,331,151,15003,sctg2033,5,0.0000000
3,,,808,3,339,151,15003,sctg2033,5,0.0000000
3,,,808,3,361,151,15003,sctg2033,5,0.0000000
3,,,808,3,362,151,15003,sctg2033,5,0.0000000
3,,,808,3,363,151,15003,sctg2033,5,0.0000000
3,,,808,3,364,151,15003,sctg2033,5,0.0000000
3,,,808,3,369,151,15003,sctg2033,5,0.0000000
3,,,808,3,411,151,15003,sctg2033,3,2.3437380
3,,,808,3,411,151,15003,sctg2033,5,0.1030120
3,,,808,3,419,151,15003,sctg2033,3,0.0000000
3,,,808,3,419,151,15003,sctg2033,5,0.8071250
3,,,808,3,421,151,15003,sctg2033,3,0.0000000
3,,,808,3,422,151,15003,sctg2033,3,0.0000000
3,,,808,3,429,151,15003,sctg2033,5,0.0000000
3,,,808,3,451,151,15003,sctg2033,5,0.0000000
3,,,808,3,452,151,15003,sctg2033,5,0.0000000
3,,,808,3,459,151,15003,sctg2033,5,0.0000000
3,,,808,3,481,151,15003,sctg2033,5,0.0034290
3,,,808,3,482,151,15003,sctg2033,5,0.0000000
3,,,808,3,483,151,15003,sctg2033,5,0.0000000
3,,,808,3,484,151,15003,sctg2033,5,0.0149450
3,,,808,3,485,151,15003,sctg2033,5,0.0000000
3,,,808,3,486,151,15003,sctg2033,5,0.0125660
3,,,808,3,487,151,15003,sctg2033,5,0.0000000
3,,,808,3,488,151,15003,sctg2033,5,0.0028700
3,,,808,3,489,151,15003,sctg2033,5,0.0080350
3,,,808,3,491,151,15003,sctg2033,5,0.0000000
3,,,808,3,499,151,15003,sctg2033,5,0.0000000
3,,,808,3,531,151,15003,sctg2033,3,0.0044260
3,,,808,3,531,151,15003,sctg2033,5,0.0000000
3,,,808,3,532,151,15003,sctg2033,3,0.0004020
3,,,808,3,532,151,15003,sctg2033,5,0.0000000
3,,,808,3,539,151,15003,sctg2033,3,0.0012640
3,,,808,3,539,151,15003,sctg2033,5,0.0000000
3,,,808,4,011,151,15003,sctg2033,11,0.0077180
3,,,808,4,012,151,15003,sctg2033,11,0.0031920
3,,,808,4,019,151,15003,sctg2033,11,0.0165560
3,,,808,4,020,151,15003,sctg2033,11,0.0000000
3,,,808,4,041,151,15003,sctg2033,11,0.0173560
3,,,808,4,042,151,15003,sctg2033,11,0.0035410
3,,,808,4,049,151,15003,sctg2033,11,0.0033140
3,,,808,4,050,151,15003,sctg2033,11,0.0339120
3,,,808,4,061,151,15003,sctg2033,11,0.1348670
3,,,808,4,061,159,15001,sctg2033,11,0.0020254
3,,,808,4,061,159,15005,sctg2033,11,0.0000005
3,,,808,4,061,159,15007,sctg2033,11,0.0008668
3,,,808,4,061,159,15009,sctg2033,11,0.0017873
3,,,808,4,062,151,15003,sctg2033,11,0.0114410
3,,,808,4,062,159,15001,sctg2033,11,0.0001753
3,,,808,4,062,159,15005,sctg2033,11,0.0000000
3,,,808,4,062,159,15007,sctg2033,11,0.0000750
3,,,808,4,062,159,15009,sctg2033,11,0.0001547
3,,,808,4,063,151,15003,sctg2033,11,0.0239730
3,,,808,4,063,159,15001,sctg2033,11,0.0003536
3,,,808,4,063,159,15005,sctg2033,11,0.0000001
3,,,808,4,063,159,15007,sctg2033,11,0.0001513
3,,,808,4,063,159,15009,sctg2033,11,0.0003120
3,,,808,4,064,151,15003,sctg2033,11,0.1023200
3,,,808,4,064,159,15001,sctg2033,11,0.0015364
3,,,808,4,064,159,15005,sctg2033,11,0.0000004
3,,,808,4,064,159,15007,sctg2033,11,0.0006575
3,,,808,4,064,159,15009,sctg2033,11,0.0013557
3,,,808,4,065,151,15003,sctg2033,11,0.0046480
3,,,808,4,065,159,15001,sctg2033,11,0.0000796
3,,,808,4,065,159,15005,sctg2033,11,0.0000000
3,,,808,4,065,159,15007,sctg2033,11,0.0000341
3,,,808,4,065,159,15009,sctg2033,11,0.0000703
3,,,808,4,069,151,15003,sctg2033,11,0.0219400
3,,,808,4,069,159,15001,sctg2033,11,0.0003233
3,,,808,4,069,159,15005,sctg2033,11,0.0000001
3,,,808,4,069,159,15007,sctg2033,11,0.0001383
3,,,808,4,069,159,15009,sctg2033,11,0.0002853
3,,,808,4,081,151,15003,sctg2033,11,0.1721870
3,,,808,4,089,151,15003,sctg2033,11,0.0708330
3,,,808,4,091,151,15003,sctg2033,11,0.0126570
3,,,808,4,092,151,15003,sctg2033,11,0.0198870
3,,,808,4,099,151,15003,sctg2033,11,0.0032940
3,,,808,4,101,151,15003,sctg2033,11,0.0131900
3,,,808,4,109,151,15003,sctg2033,11,0.0028320
3,,,808,4,111,151,15003,sctg2033,11,0.0004520
3,,,808,4,121,151,15003,sctg2033,11,0.0146410
3,,,808,4,121,159,15001,sctg2033,11,0.0000000
3,,,808,4,121,159,15005,sctg2033,11,0.0000000
3,,,808,4,121,159,15007,sctg2033,11,0.0000000
3,,,808,4,121,159,15009,sctg2033,11,0.0000000
3,,,808,4,122,151,15003,sctg2033,11,0.0631230
3,,,808,4,122,159,15001,sctg2033,11,0.0001554
3,,,808,4,122,159,15005,sctg2033,11,0.0000000
3,,,808,4,122,159,15007,sctg2033,11,0.0000665
3,,,808,4,122,159,15009,sctg2033,11,0.0001371
3,,,808,4,123,151,15003,sctg2033,11,0.0281610
3,,,808,4,123,159,15001,sctg2033,11,0.0000692
3,,,808,4,123,159,15005,sctg2033,11,0.0000000
3,,,808,4,123,159,15007,sctg2033,11,0.0000296
3,,,808,4,123,159,15009,sctg2033,11,0.0000611
3,,,808,4,124,151,15003,sctg2033,11,0.0287230
3,,,808,4,124,159,15001,sctg2033,11,0.0000705
3,,,808,4,124,159,15005,sctg2033,11,0.0000000
3,,,808,4,124,159,15007,sctg2033,11,0.0000302
3,,,808,4,124,159,15009,sctg2033,11,0.0000622
3,,,808,4,129,151,15003,sctg2033,11,0.0483860
3,,,808,4,129,159,15001,sctg2033,11,0.0001190
3,,,808,4,129,159,15005,sctg2033,11,0.0000000
3,,,808,4,129,159,15007,sctg2033,11,0.0000509
3,,,808,4,129,159,15009,sctg2033,11,0.0001050
3,,,808,4,131,151,15003,sctg2033,11,0.0880290
3,,,808,4,131,159,15001,sctg2033,11,0.0009136
3,,,808,4,131,159,15005,sctg2033,11,0.0000002
3,,,808,4,131,159,15007,sctg2033,11,0.0003910
3,,,808,4,131,159,15009,sctg2033,11,0.0008062
3,,,808,4,132,151,15003,sctg2033,11,0.0082290
3,,,808,4,132,159,15001,sctg2033,11,0.0000545
3,,,808,4,132,159,15005,sctg2033,11,0.0000000
3,,,808,4,132,159,15007,sctg2033,11,0.0000233
3,,,808,4,132,159,15009,sctg2033,11,0.0000481
3,,,808,4,139,151,15003,sctg2033,11,0.0354270
3,,,808,4,139,159,15001,sctg2033,11,0.0003679
3,,,808,4,139,159,15005,sctg2033,11,0.0000001
3,,,808,4,139,159,15007,sctg2033,11,0.0001574
3,,,808,4,139,159,15009,sctg2033,11,0.0003246
3,,,808,4,160,151,15003,sctg2033,11,0.0453570
3,,,808,4,171,151,15003,sctg2033,11,1.0027410
3,,,808,4,172,151,15003,sctg2033,11,0.0445980
3,,,808,4,179,151,15003,sctg2033,11,0.2824700
3,,,808,4,181,151,15003,sctg2033,11,0.0081610
3,,,808,4,181,159,15001,sctg2033,11,0.0000000
3,,,808,4,181,159,15005,sctg2033,11,0.0000000
3,,,808,4,181,159,15007,sctg2033,11,0.0000000
3,,,808,4,181,159,15009,sctg2033,11,0.0000000
3,,,808,4,182,151,15003,sctg2033,11,0.0217960
3,,,808,4,182,159,15001,sctg2033,11,0.0000000
3,,,808,4,182,159,15005,sctg2033,11,0.0000000
3,,,808,4,182,159,15007,sctg2033,11,0.0000000
3,,,808,4,182,159,15009,sctg2033,11,0.0000000
3,,,808,4,183,151,15003,sctg2033,11,0.0096120
3,,,808,4,183,159,15001,sctg2033,11,0.0000000
3,,,808,4,183,159,15005,sctg2033,11,0.0000000
3,,,808,4,183,159,15007,sctg2033,11,0.0000000
3,,,808,4,183,159,15009,sctg2033,11,0.0000000
3,,,808,4,189,151,15003,sctg2033,11,0.0323700
3,,,808,4,189,159,15001,sctg2033,11,0.0000000
3,,,808,4,189,159,15005,sctg2033,11,0.0000000
3,,,808,4,189,159,15007,sctg2033,11,0.0000000
3,,,808,4,189,159,15009,sctg2033,11,0.0000000
3,,,808,4,190,151,15003,sctg2033,11,0.0122620
3,,,808,4,201,151,15003,sctg2033,11,0.0020390
3,,,808,4,202,151,15003,sctg2033,11,0.0016510
3,,,808,4,209,151,15003,sctg2033,11,0.0018590
3,,,808,4,211,151,15003,sctg2033,11,0.0354210
3,,,808,4,211,159,15001,sctg2033,11,0.0006652
3,,,808,4,211,159,15005,sctg2033,11,0.0000002
3,,,808,4,211,159,15007,sctg2033,11,0.0002847
3,,,808,4,211,159,15009,sctg2033,11,0.0005870
3,,,808,4,212,151,15003,sctg2033,11,0.0980230
3,,,808,4,212,159,15001,sctg2033,11,0.0018051
3,,,808,4,212,159,15005,sctg2033,11,0.0000004
3,,,808,4,212,159,15007,sctg2033,11,0.0007725
3,,,808,4,212,159,15009,sctg2033,11,0.0015929
3,,,808,4,219,151,15003,sctg2033,11,0.1728640
3,,,808,4,219,159,15001,sctg2033,11,0.0031831
3,,,808,4,219,159,15005,sctg2033,11,0.0000008
3,,,808,4,219,159,15007,sctg2033,11,0.0013622
3,,,808,4,219,159,15009,sctg2033,11,0.0028089
3,,,808,4,221,151,15003,sctg2033,11,0.0042930
3,,,808,4,222,151,15003,sctg2033,11,0.0014860
3,,,808,4,223,151,15003,sctg2033,11,0.0056720
